Activity,Task,Subtask,Condition,Type of Subtask,Interaction,Persona,Technique
Analyse Requirements ,Define Requirements Architecture,Connect requirements,Requirements linked to others,Establish dependencies,Ensure alignment with business strategy,Sponsor,Data Flow Diagrams
Analyse Requirements ,Define Requirements Architecture,Connect requirements,Requirements linked to others,Establish dependencies,Ensure alignment with business strategy,Sponsor,Functional Decomposition
Analyse Requirements ,Define Requirements Architecture,Connect requirements,Requirements linked to others,Establish dependencies,Ensure alignment with business strategy,Sponsor,Organizational Modeling
Analyse Requirements ,Define Requirements Architecture,Connect requirements,Requirements linked to others,Establish dependencies,Ensure alignment with business strategy,Sponsor,Process Modeling
Analyse Requirements ,Define Requirements Architecture,Connect requirements,Requirements linked to others,Establish dependencies,Ensure alignment with business strategy,Sponsor,Scope Modeling
Analyse Requirements ,Define Requirements Architecture,Connect requirements,Requirements linked to others,Establish dependencies,Ensure alignment with business strategy,Sponsor,Sequence Diagrams
Analyse Requirements ,Define Requirements Architecture,Connect requirements,Requirements linked to others,Establish dependencies,Ensure alignment with business strategy,Sponsor,Use Cases and Scenarios
Analyse Requirements ,Define Requirements Architecture,Connect requirements,Requirements linked to others,Establish dependencies,Ensure alignment with business strategy,Sponsor,User Stories
Analyse Requirements ,Define Requirements Architecture,Connect requirements,Requirements linked to others,Establish dependencies,Ensure alignment with business strategy,Sponsor,Workshops
Analyse Requirements ,Define Requirements Architecture,Connect requirements,Requirements linked to others,Establish dependencies,Coordinate architecture development,Manager,Data Flow Diagrams
Analyse Requirements ,Define Requirements Architecture,Connect requirements,Requirements linked to others,Establish dependencies,Coordinate architecture development,Manager,Functional Decomposition
Analyse Requirements ,Define Requirements Architecture,Connect requirements,Requirements linked to others,Establish dependencies,Coordinate architecture development,Manager,Organizational Modeling
Analyse Requirements ,Define Requirements Architecture,Connect requirements,Requirements linked to others,Establish dependencies,Coordinate architecture development,Manager,Process Modeling
Analyse Requirements ,Define Requirements Architecture,Connect requirements,Requirements linked to others,Establish dependencies,Coordinate architecture development,Manager,Scope Modeling
Analyse Requirements ,Define Requirements Architecture,Connect requirements,Requirements linked to others,Establish dependencies,Coordinate architecture development,Manager,Sequence Diagrams
Analyse Requirements ,Define Requirements Architecture,Connect requirements,Requirements linked to others,Establish dependencies,Coordinate architecture development,Manager,Use Cases and Scenarios
Analyse Requirements ,Define Requirements Architecture,Connect requirements,Requirements linked to others,Establish dependencies,Coordinate architecture development,Manager,User Stories
Analyse Requirements ,Define Requirements Architecture,Connect requirements,Requirements linked to others,Establish dependencies,Coordinate architecture development,Manager,Workshops
Analyse Requirements ,Define Requirements Architecture,Connect requirements,Requirements linked to others,Establish dependencies,Manage resource allocation,Manager,Data Flow Diagrams
Analyse Requirements ,Define Requirements Architecture,Connect requirements,Requirements linked to others,Establish dependencies,Manage resource allocation,Manager,Functional Decomposition
Analyse Requirements ,Define Requirements Architecture,Connect requirements,Requirements linked to others,Establish dependencies,Manage resource allocation,Manager,Organizational Modeling
Analyse Requirements ,Define Requirements Architecture,Connect requirements,Requirements linked to others,Establish dependencies,Manage resource allocation,Manager,Process Modeling
Analyse Requirements ,Define Requirements Architecture,Connect requirements,Requirements linked to others,Establish dependencies,Manage resource allocation,Manager,Scope Modeling
Analyse Requirements ,Define Requirements Architecture,Connect requirements,Requirements linked to others,Establish dependencies,Manage resource allocation,Manager,Sequence Diagrams
Analyse Requirements ,Define Requirements Architecture,Connect requirements,Requirements linked to others,Establish dependencies,Manage resource allocation,Manager,Use Cases and Scenarios
Analyse Requirements ,Define Requirements Architecture,Connect requirements,Requirements linked to others,Establish dependencies,Manage resource allocation,Manager,User Stories
Analyse Requirements ,Define Requirements Architecture,Connect requirements,Requirements linked to others,Establish dependencies,Manage resource allocation,Manager,Workshops
Analyse Requirements ,Define Requirements Architecture,Connect requirements,Requirements linked to others,Establish dependencies,Provide input on dependencies and relationships,Domain SME,Data Flow Diagrams
Analyse Requirements ,Define Requirements Architecture,Connect requirements,Requirements linked to others,Establish dependencies,Provide input on dependencies and relationships,Domain SME,Functional Decomposition
Analyse Requirements ,Define Requirements Architecture,Connect requirements,Requirements linked to others,Establish dependencies,Provide input on dependencies and relationships,Domain SME,Organizational Modeling
Analyse Requirements ,Define Requirements Architecture,Connect requirements,Requirements linked to others,Establish dependencies,Provide input on dependencies and relationships,Domain SME,Process Modeling
Analyse Requirements ,Define Requirements Architecture,Connect requirements,Requirements linked to others,Establish dependencies,Provide input on dependencies and relationships,Domain SME,Scope Modeling
Analyse Requirements ,Define Requirements Architecture,Connect requirements,Requirements linked to others,Establish dependencies,Provide input on dependencies and relationships,Domain SME,Sequence Diagrams
Analyse Requirements ,Define Requirements Architecture,Connect requirements,Requirements linked to others,Establish dependencies,Provide input on dependencies and relationships,Domain SME,Use Cases and Scenarios
Analyse Requirements ,Define Requirements Architecture,Connect requirements,Requirements linked to others,Establish dependencies,Provide input on dependencies and relationships,Domain SME,User Stories
Analyse Requirements ,Define Requirements Architecture,Connect requirements,Requirements linked to others,Establish dependencies,Provide input on dependencies and relationships,Domain SME,Workshops
Analyse Requirements ,Define Requirements Architecture,Connect requirements,Requirements linked to others,Establish dependencies,Validate architecture completeness,Domain SME,Data Flow Diagrams
Analyse Requirements ,Define Requirements Architecture,Connect requirements,Requirements linked to others,Establish dependencies,Validate architecture completeness,Domain SME,Functional Decomposition
Analyse Requirements ,Define Requirements Architecture,Connect requirements,Requirements linked to others,Establish dependencies,Validate architecture completeness,Domain SME,Organizational Modeling
Analyse Requirements ,Define Requirements Architecture,Connect requirements,Requirements linked to others,Establish dependencies,Validate architecture completeness,Domain SME,Process Modeling
Analyse Requirements ,Define Requirements Architecture,Connect requirements,Requirements linked to others,Establish dependencies,Validate architecture completeness,Domain SME,Scope Modeling
Analyse Requirements ,Define Requirements Architecture,Connect requirements,Requirements linked to others,Establish dependencies,Validate architecture completeness,Domain SME,Sequence Diagrams
Analyse Requirements ,Define Requirements Architecture,Connect requirements,Requirements linked to others,Establish dependencies,Validate architecture completeness,Domain SME,Use Cases and Scenarios
Analyse Requirements ,Define Requirements Architecture,Connect requirements,Requirements linked to others,Establish dependencies,Validate architecture completeness,Domain SME,User Stories
